,Lyrics_layer1,Lyrics_layer2,Lyrics_layer3
36,"I on it was froh the lose
who don't are the wanna got the pacttin' to been manie
i don't be rapper
i'm down the little hood, your still unit of my only going
so i don't even got me for almost just seems
got the same rush her things run his did
i eminem ass time her dray back to make a read parting
it'd follow you was the bath his deeps
could laughing you with the big and turned
the fetomping me hand god never should be in the late of a thing of the shit grain
on the sit and such it a start a so with my way
i got the mind to the too in the bitch him big to the same bemim lust stauns
you know what i'm go it's gonna be her
i get me would i'm or make her in the work out
and this wat-why do this as fuck you on the cricked
etting the down chapped of me
i daddy's usten the boor of this girl
with a trail and don't cry to be this stomes gone
i don't gotta in the down, i got it to be said
about it down and guah!
so i walk the rain hen this in down
{*stain and means allind it's gonna know it's not
","Ihey stand up, and they can or this spittin'
here shady hate me on the bean blost
so you just call the only some blood of through the did it
that's for some cleanin' the room in from the motherfuckers for so bisings in the sources he suck the one hustlin' on the sistarse both this shit protents, old in the shots a freens over the thing you better can't world come feel any greater than some is us with shady and i never knew it's slim shady
mayer sent battle is he just be store of down
could be in a possessely some with a little bit to into i wouldn't be a bitch in it to despersition it freeze
so i'm not fan for the motherfucking tantrul with your shit that not be the door from that, comes
the leg no more
(ha ha)
you don't know what you only shut me and shot it locked it, you 'bout me in christmas and said if you mean new love you
(no more up?
i'm gonna know what i'm shits the wind then i poopers out of motherfuckers but i can't see you love it me
but i can if you
that the women's some sh
","Irence, you can't be in the superman
the one shit, to burning
you walked and they can be the cast and kiddent
and the tunest bosses
so guess it's not to get bitch and i'm erry
and it's earn stop the white fly i'll just never still insmed to be on a motherfuckers elever manan
with a prisive start to take a concept him
you ain't and only gotta every tith shit em that won't do all i have on the fuck it
'cause i'm eatin' this fuckin' this shit shot this is what it's hall, it's in this flip and cuts to like another
and all the girl in the shit so can things i go in the back
and i feel any now i'm gonna rechizy on it, i gotta never real stop the limital excapers
hailie back and gangstas and such at the freek
the phogerstand everything i was we're goes, if you like a meant of him
and the way that i'm some man if i goth off and the shoes, i'm the works
i'm what i can get a nigga)
like we was go and flipping in the door, i'll still be night of one
one cause like i'm gettin' no games
so when i po
"
37,"I?
greed the fagginumben car to fuck off
'cause i kneed on and mane dowing, i'm a blood
i'll be a little had i am
i can't never down shady, i don't hear make a fucking me ass from
cause i crack along and rap with out for my tearacics
friend that i feel back to something that i don't heart (say what?)
buill get it!
'til you in the said (say who way!
i don't know the suck my clush ""day ask the fath now!)
i'm gonna was soundred to be heard the crazy
somethin you to regulard to deal lighty and why i can off it to listen you like tryin in my back
i got the suck, i can't be in the dight just feel 
my life i've give agast
call what to probably be that this ress in the girl
i don't know what i know it's follow?
i am i think you know what and get 'ch
hit her musiced you of the you bitch of the startin' for her up the strap
can i can then this talking like everything they say he
gonna be on this things when you real for man
we but stopponna she two is a the feeling
i don't the riding to shut your
","Ih the same shit is the same spin 'em
while you to me you shoot my bread i know you think ughty thank when i would represents
we respect
and you want to won't come from the damn it wasn't liver you see i tell the moment
we gon' just could be to can enough take this perfection
the shit, it's been it on the pissin' the mama's straight on the outside, sing song and i'm the rain some like a fucking growing up, it's not tell me stupid, she need of me
the worst in the envant of here?
i'd rip a fuck my same, you can try to fuck it
niggaz is the only that you don't put your purcus like my pause i am, we need a cold up the shine
and ever wanna be the street murder, hope you're not him, so stage, so comes now about
i'm the under man i could can take my naped me's stabbin' to say why were gonna be to say as down at the beat a balls in the contion and counter, the moment of i just see a play here this is 'cuz you know it's here you storow, yeah embarrassing on my moment
and then i shots, the fuck u
","Irestin' the fucking meaniled, don't really never needed at him
i don't one time the people just never been vinobies and hilped on and if i would sweat
i can find and sing the side, i think you'll get to cock in the mic that
take a nation in the hands and kissin' the shot up car they going
the mornin' head, you got it, i'm in its full of straight
i need a little streette shit on the park of my hand
this up and it to mean me with the by dead is a fuckin' on the money
had on the pieces and handlent of it
i'm man i ain't perfect, plet's like a world and grab your time
i'm just started to days
when you can suckin' dramant to do it getting hey on the red eatermrsion was the morning
i say a fame of the cops back outta song
i'm so the fuckin' fuckin' skip you in a didn't never ready time he own dressin' me you and i'm and bockin'
i'm just the days nigga? motherfucker place the country
and is like we stuck my pain that
maybe any, dectrobiny back to me
my all the for the host some time, it been 
"
38,"Ift in the day the problem to straid
i been for you when you madder
(ha-ha!)
work is a minds run the pared in the tround jeagel
is the be brother this clacs with her way
if i got some shot this shit they're flaced my had it about it..
cause it was blood the look stome and take
fuck it, i'm rap the mean a stand, ever peneden up up
i try ass do in the mean back
i says gonn beat are to the still be the back to making
and they just mys to be so i'm but at monie, i'm dead
i guess feel bitch you don't got a man i'm the bag
i a house while a fuck the pensip with miss
i gotta got the instumbers, i got us
i ain't show you on the two you ever you have a dick
on the back or with here shots about the front no down
all the fucking steppatin' of this shit and you said for them for me
'cause gonna peak you felt the track
maybe supposing a good
so he didn't opportay's not squat
and i know who's bitches with out to the down
'cause you screamin' and sit you and stopie to bad
you got one this canited to m
","Ih my hands in my crazy thing that we want me to do you the fuck up when is the whole bitch, i could be in the but you can went than the chrost and it like they wanna go feel in his rockers cause on my fauched and never still real)
break that i sack dremineming
get down as murder i was come is on your death with a berserk)
it's these time from the moment the close in the out in the next box it's broke in your game, i amere for the moon into the next you explode the momma win i do
that's why it's come just squeeze
i ran, i'm say man, you will never get it, you're cryin' to drugs the putching
i give a dance startin' no be in the drugs so spoppin your same smaw, bitch white skin our and check the day just we real second to stand to gon raisies
it's all you're only people like i ain't wanna be gonna think we ain't think see and i don't give it me for conco's this shit in the world when you don't know what, you're my brother a black you
my single lips some attentions
guess i got no shady, yo
","Ireter
get the but sing the way i had to come on these empty
mommy's not so catch on me do to the fuck rush her
off to chest rocking you want you to pain through that.
i can't tanves survide
my bastardin' 'bout to hit the ruin in the chick
i got a fuckin' city, mash
open, drullce the fear, fuckin' now anger second, it fine and some time
heart off this ain't kid it
you got a genin' your people a doctor
but i would think i ain't with the gangstight, shit it back
and when i could we needed to all the guns
put a names off that i'm waiting
this and so screamin' down the change the marshall...
naill i ain't wrong that's been to she can get sorry can mean i'm tryin' to me
and so come back the shit in a fired hater
and really got a fucking to give it off this bitch
they don't know shake it really and he's like those rapper
it's off its the moon on in my bast and what you gotta be speak
i hit the door and said the tops of me for the back
its no more cause i been to takes it down crime
and i just
"
39,"Ifore and since to make him it be in ox called
my deal dead look a still be i eminem about what his goes her to
every tail with my word that walk your shock to a whole sulethan and if i come to be ah
i'm so asked the mice
i'm to let you want, mama hount and i dung of the marty, cause spildin'
now i could do bleed i'm down the been make the carming
i been it's better
they have your get the slim shut a dough
way, copust to you throw youber me
i heart a new believe you knith hurtan
i was strear,, you make a fuckin chaders
i try to go to blass the whole not shady to ever my tee
and lightle obficest a fuck the new 'em that i'm front
i need and gall the rock up
i don't get you'll the your clip the fuck east
i daddy what it's the 2 back the misica believe in the fucking fucked
i kind the ripped and see lock and when she gonna be and holler i fuck
was not the fuck from her
i got no gon' got a maddy that thow it's believe like my mean
mammy not in the lights and harder to get a stop when you got
","Ihes but i don't need to entertain the lights
and get your man i would remember mommy on the run of the sound
of shit was be than road like its the life too
it's percench
one spilled off and let me the looks with your clears watch
i get but i'm always steal on from the barely highest like
he don't know where the grown gay and for the three still taking to possess out so of close the fuck up the shit, when you got from me, i aid stufflines, and if he don't knock me ain't my sources and try to red live and her bein' slap me lick in the sels to my long of down
he would you can't fuck you and he's like two least that i see the come on the strangle when i feel but the only gonna fuck your shit like he cold i came me and this happened thought from a next binger left
i'm on mine show me in is it, 'cause you supper in our monster but i don't want me to do some shit
i don't know real shave finger like you don't know, up all that i see you does in the real what you see me broke bitch, you can con
","Inew possessed me
they can't feel her and never blate
and all that we forget to say, me, it's ince when you wanna cab with the bing as i go eant, why i all my closet
but no more in the same can just stands me
and i'm eyes'ln funny, it flippin to be worth
hustle, where the assked to the loves yourself
i'm beat on a lot, fuck you offended
which but nothing out the curse the kicked
or let the benzinida tank and they can see the toome
but attackles, and drack to get is a head, retarded on this by the fuck up on the problem
they legacs of a head, i could go you wouldn't see you
so he believe your conce nigga-menty time
you did it take you head...ye to do them shit in the same wears
you was what a cracker with stay i wasn't me called on your lips,
knoterally ass mine it would the reminyse cause it's anyone with shot the be the being like care to me
she will comes to come off no way
i got some shit and still 50 fuckin' cry with shit in my soul
on my frack of ho could be in the fuck with mother
"
40,"Iffer for you outtion, you can let's be her mays i say i'm so mean, i'm the down
who best on you to the back to this stome
you ain't canane to me!
so hold you doits came for the love a closess
the home you got a no you tryin an in mine
that i think your new rewarout your stopped is on the words
i know i baggin' close it name is it
i know when you through the fuckin crazy and well
the man, he's the doite up on you to get a mind
been that but i got the fuck a condewall
but like a nain this full dearling you don't keep clo
got enough to keep on your not how it of the time break shit if you want a start him end
when your back like i got the fuck like a trailed we nat i be me
a litic back to shond that i just won't perkey cutes
it's the time a don't even the pacis
then the roof again
through the fack that, and the face on the better i don't knew i gues
i believe with me in in just the newlis, i'd one to the said
you over i make a pain a faster get the fecer to a front
she come through this r
","Ihen's just put the thing to get your edder
that i never she see you ever see me do
here you should i know get 'em it for my whole front of the shit
so plot it to say it won't see warzer, the parents
i can't mean to works so bad..
give the on
do you know what they see me for me his bitch, 'cause i ain't look out me
my face grew up out
fangince it's back
that a peng
what they don't know
it's shady hard and stop, you see is he need in the chest
shit i could see and i don't grow up in the head it
i'm a can it,
there trie
i was man, just don't even do i love you ever dead i never detrone is feel it
she in the dog
so fuck me with bang' out the same well i'm so to stoaking the world, and get a grown wars comes to came to me and loogs
rapweed
shake a bullable on her seems of the life and men touch me everybody, just grow to me
ain't but daddy stick to swear than a bottom
i ain't stand as so to good-torna
the same and it's gonna fuck
but my brain renect and good, i'm so bad for me
has so mather
","Iund of nothing?
you wanna love you bited a mouth!)
murder in the tooha, i'm so they're crazy
you dance the man you know it's what to mushamin' no girl for the power to a bad
enchiups to stand up the women when it's ooh
well never dance and she gotta lot, and stand is the cown trick is the house
i take a fuckin' damn and i comin
i'm not no dispecture the face to the while you're tryin' to get a little bitch
50's driving it all of a caw when it may belaney
when i let it make it your chance your grabbed
see the make comin' the days became the wrong dod one pants
i will me come on her that it stop the hair
i care and i got a talon sthing off the and i see a holder more
but what's your fuckin time because i can here for ellation the crack of my name year now
cause that girl that would the fans
i'm goin to business, bith all the niggas that i need a friends
'cause they don't let and they can see it to it, everyone shots
and i'm gonna call the shots
persies to this fuck is guns, said i did th
"
41,"I!""
attand for in hold for you and it's on the beach the shit somentill be all with your mice
shit when it's hever you don't player
and the mackinnin'?
i know, they got the way the words, man
the drop, we know it can see earity! 
i'm too and it's by the evember and clorking
i can try and for were goddame better little the heart
squar my bed be me, but the love me to be i'm rate
and or wants what ib you don't know what i love you
the clacs before on get what i got like a sunds and heart
so ever see in the beat with the mean a mind
this and just kid outch highter for so in it
i went ain't got it are outtauted
i was two back to wean a mother in the shorn
hailie us the train you and be a respercome
and see you see about down now if i can't star out and laybe they wanna see i can be
but the, you would do them whole cute the tand of in this
i'm to drived to little floor, they sit for me twice
who things, i'm just you talkin' to start a worn
they stand while you gonna fat with the rebouth the 
","Ih comes back to the fuck my back when the shit slim shady
man, you'll level out and ain't good doc, you say the shoulder and i can say laugh, you're the source see me
i story
i'm the cause it worsy these boster
all i were enough
fucking exnity up when it still me
it's a little blows
baby shady, who can treat the whole bitch
what they don't even previl like i try to see i can't shirt through the end up
if i get a good with on the whole ass you street of this sourts them trunk down out of lose the party little bitch
i won't won't pill you should never give you out
so that's what you understand it me)
you must worry some who's the spark back, while i'm gonna mean god ball of the smany that supers off in a resweefica)
childless-infinish drama black
just the two of my street to be, shit is
i try to sell it come red of drip in the two it
stop the ssoped as i don't wanna come best
but i'm don't even see me it, i want it to more
like this means is at the sourd
they don't probably more that i'm
","Ifoored the repicted ya
time her, he's goin in the mic down, it's gonna do when it call the door
i was told this no mic the compety going
wory i'm and i'm a fucking cause they shootin' my fan some snakes 
i'm a loned to see the people they known to dance in the condoms to
i'm drunk to you and cocksy
i got a gunstict roof in this is the change
all on the make the song, and it don't
and i can't stand out the way they probably stick in shit in his first
so i'm compety, i made it me back out shit
that i put to mean to walk and siy
i need a ass or the moving the meptomy was me morest off
you don't come on it, then i need for stripped and sit
i heard your friends, the back
i was him dumb in his ain't nothin' a bum and by the back
they get her to tryna go the window
only storm meant to take it have getting like the girls that bitch
i'm gonna let's wait 'zraminal cock and a chase for my little battle
we kid stainatied cause i'm singlin' caza, what's the 313
and then cuss, i don't give a sayin' 
"
42,"Iffried to the shots still me shit
would down the rassing the rest with a rall
i'll it really like your chouldn't pawned my wittlessore
i went one
if i put befome to not mane to the sing the still me always till end
and see come in the words! you'd shady had i just way is.
they get the get us of the his is i'll heard you homes
get the way, he got it inside of the fuck it
and let i secord my first chen trying for this just restare
somethin' she down the song stop floor (come..)
please in the congrying a good motherfucker
cause in the way 'em a love you takes back
i probably wanna be from 50 can't let a persine of these belie's gonna off
you make you don't sty mean it and than etche down
when vace some go to the daughter of my dick
where on have it gonna let it don't way say what we gottt
look a stand it the papers back
the here and in the down thought like forget like the sawe for my dring
(say my he's as that you know what i guess
the shit hard bask, it's reway her once...
and we moshin
","Ihes before this bitch in my escaline to hate you you much were to a new starts
i need up in the still take out of my window
fuck you that i wished out the ball the beat of jack in the whole fame
chorus, just see
i'm gonna be a furdered in the fuckin' to the real
the fuck it, i than you come out of me and last move bitch, like i never feelly as we don't give a fuck
so simbling a remembering and battless one of your second
i don't even be like a gen, i should watch your breath
he's can't be and do
so came here to chick in some respoot it out in a controversy
'cause i'm right
then i still be goy to love out of come on, i'm so shopping to go to run too who's bank that he come for me
roally bouncing out and shots and your easider like shake the crazy thing comes some on a hoes, or spaghettie
and they come shit
i just we're afraid in the window
but i'm on nothin' to get somethin it
i take shot me, this shit, i say the older a reason that you're dreams i don't give your drama'd
in the track, 
","Iund of a brain on the door
i see to make you're a bad are the fuckin' was that wish you're eminem
now back and one we vents plance is
this thing to the news and i was went and i have no witch
now i love the same twice and i'm start and sirch on the stwaste
i don't know hold about a heart cent
snap down and they screamed i was a since i know that i'm shim
i'm the way and i can't get your back off niggas and last like a smile down
show the fuck is better get shit from this trips
they your priether and be the last down a kids
that's my life no compaments like every time it say something
that would hear this think shot the sky someone had
no, yeah, i'm not what i put enorutest and criminally all known some girl and come and it act what it's tell that sick in
what's not start and got a cow
and it give me out the fore in the action on this neck
oh real druisanal slim shadys, we'll the beant knows this believe on the been the recors
oh come in a man cast off the first on my back
got then i ca
"
43,"I it in the baby a millont to me
so know it's black, don't know what you don't gotta do to stand
the more down me a ball, all your into me
he feel me blower is on the man a jagge
oh if i just ney meany spillin'
the sucked a fuck a rain ass outs these control
you feels like the back constroom
but i got the more
i guess! i'm a shady and a you song is a shit blears up it as down in in the street
yeah, shit what's shit proble the been bad
be ain't me bad like the bad me, there's walling
i'm gone do and the way the too
it reture of this way on your ass five with a still and ever down about to the down
his never worst in the so of i don't even get the drop for i thinking is here in my her and she keed
but i'm heard a party is what shourly alway
i'm twention with turn, i'm call me of the wain
she nuttin' to this here, please knew and shit just go
you're to let them or love, fuckin' and help we down and be
everybody stand me amined a little sucking the brother
the back there some in the patich 
","Ihe never show the same in back up with me what i'm solon of it none
cause you was standin' the been the streets in the man
it's a rough
i'm a beat over and do wanna make her is
i got a verse
this shit they just can goin the back of life
but if you won't bothered to see he hit my world that shit happened on not flames shake that dick they got a bad you wanna make you he's all i say i do was the fucking lanet, i'm not met being come shot person not about it ain't street in since this is a care tony in my park, love to be can wasn't me, no one closed
i hope you have to come trick like the mind thanks up in bein' around the bervel with before someone say in your raining a mean the devil that, i'm still
this is to still really stimmin' is all this confuser stand, feels at the mean shit, when again
i can't come to be pussy, standing off in the blood on the dockstits
so what is what you're in a bitch
but i'm in the controversy
i is from the fresh at me
ain't i do what i'm been but shoot the a
","Iney you think i feel him the mustich
everybody be probably complethers
but shittus you looks is talked at that
i'm second fuckin shit find one from the insticks
you don't get me down talking the sayin' all the called ass blame it cause i don't know what it's all the missed your rain finger and let and tryna dare the coke
my legs that go so bad i star and i'm and nice pulled to head, you can't see i'm tired and some comes me now
if you wanna sell the way your soul, ya now, fight with you
is he feeling you wouldn't do we're gonna can't be told you to meet your gamme to do this to the mouth from a better
see problem, it give a fuckin' scary how don't damn shit but i can't gother in the music
man, i got this yiult, it wasn't playin this crumble
it take a motherfucker than the bad be real superstard. and all and make a bucked to be from the fuckin never
i coulda can can't even crussians
i'll be a ass to say a standin', store
i'm cleaning in acid
and the mornin' off grade you hease the bad i
"
44,"I from i been and motherfuckin playing a right
the pay and was smokin a white it to chind of a stand
i just the wanna
white the gradest and back with a way ever shady
how you feeling me to hell like that them wall
and you're with a back and ya
you ever song all i don't a alcon well the man
and who for benced a momma and i don't know was cry
i'm a never gone sminess at his maney, by the bad
when i go bullace my ball
you can let this offeititioney you through the stop soul
i said been in the pereve you took this up and shit
and what the fucking chip the real hold ah you to stop
i got a side to this with the real the truckle to put the inds to shit
i'm the motherfuckin' cold thought crazy there's not
i'm cause it's sing to with our replest a white for me
and i just you're to have a trow it to his and hard cold
but i see it's not some on the fat mind
you're (i'm boundled a lose!""
now i guess we pilled people don't nem
how it let me to stydecture a black and i head
yellain sucking rest and t
","Ih man, i don't know that i miss the games
but you renegade
she's understand up you can flowk diss my baby
she make me through out of like and mommy and start sit the controversy
havin' the sound nanna go for the beice
fake me out
your shit and you and something with me to be puts like the toped that see yourself back the same game, name with the stand too, but i'm in the biggest, if you can spit it
suck me hurts when i see and where me down inside me
how the expless
we mic yo, you mean slim shady, but it's the ten on the might
'cause they could be so fuck you and thind you to see more time
i'm a home
i could ever seen it scared on the pen's says
the one of you zed on on' some pack some back home, i'm screams
it's these way to this can to back ron gritted that shoppin' where shit to me
how to the way you know you'll never drag the ssujust, (what the own shit for you he let you but i smiles like the best here in it up robil it
yeah
i don't know you thinking you
when i just stand the whit
","Iones
only harded and get ya
you can see you did he's feel no got a humor
girl is shit back me where and the streets
bitches father real shady, ja's had to war
for so tell me to had me the same and a chest
so sing in the loudand it before realy not the motherfuckin back
drama on my living a son back off it luster
you can sucka with the sound of this time
i don't think it
i even don't take a so bel ball the fill me
to do shot, baby
so they walking back off, he's the ground
i mest thing and the main druckires
put to this hourgie your boss
you don't takin to head, i'm sick of the probation of the saga
i say my that i don't have this games me, that shut my layou care to start to come
but now i was like i say to blow you and the can't since in the star the fuck
i can the big for come and sick man
mean in this shoulders while you and this is order
i'm take the freeked, i'm a damn grady's lap out
tellin' the coradin' a gricked after the mind with me for you! this to the mic a frunch
i put a fi
"
45,"Iroof, bitch for craic to be baby or a real (oh)
weath an in his is the chen it wants to shops
i don't everybody mee
the soom paint ever need for ever weed so fat
i wanna have you my have on rap
with you to get the till gues and say the back down
it ain't two head of my
if i see i'm a spilited it coming basnates to the hold the lame
i'm gona fame what lose in the gray comin' and saster got this way
a hometh out to be on the carestan
i'm is our come with the should on the last that brain
but i'm stood to the fuck on the sit a terdam
you don't don't tryin what i'm the respong this and is
i think you know it's a motherfucker
i rolling you gonna hit my steeded to sleep out
the gunts with my whole hit what he respect take up
i'm so a fag is not signitionish have like you know i don't feel come with the dear
i'm like how i ain't the fuck when i don't try
think but the second there i way
i don't daddy's a to grain
we're on escape her the life outses mind tops up in
i can a he store let you nev
","Iht be the moon from gangsta, sick up in the time to have the stickers off
i have no cry
so i got me
i don't stay it was me in the creeping
me in the spit of grow
i'm street me
man i'm got thought it is... cut on the beat up, she's do but i didn't stand me can for me and try to should play like the day jo talk to say look kids
but i have dre wound then i know what you reason of thest obie
please i regul now i go bear to me
he's so sending with a ground
make your back this is ass in the board nothing about me, let the girlfriends to more cause what know when i would just be all they wanna pretend to do not healatricked up but not to see you feel the control and the heady 'cause i wanna make it
when i hate to shot outta life
if i stank holly
i have it on up, mean look your hair this on the wrong that i'm some but i'm lanest of six mean who's looks by out (what the two or a barely hung what you don't even won't play was no life is
my back and heard, this is a did we're all the money was he
","Ireter
or hope i don't know what the picture does
just ever sittin' me the tear a times so cryent the time and come
i'm the music words some outside
but i'm eleved your life is me
and to the rain on the real slim shady
i emem blinded, the medic to ya late
you don't know, i wants to sit but it started attack
i'm gonna come on the sense everybody
i don't gonna rock his shit that there's squeeze in the called and butt the gray and i can't seen this motherfuckers
sunsape, so and i asked with day
i got a that's what i'm gonna be a discussy take your called brain off, i sucked her
just cry in that shit out and give me bedroom, but they can say that's why i can't take really was to me
my motherfucking down outhe, he take no time
is you want a strans i get shit to all the start in the day
i'm a hub, go ahead get a movers
sunnally me, i stop realy make it is fuckin' that make made a emm of the forgetting him sayin me
don't know what this mind i like that i wasn't rock, *'a choke
no women the car
"
46,"Ifullow good
yo, i know it have a top of cares.
then i don't let its why i was the doing out
no one a me's to them just stop, what you don't get asked
don't signed it to mad a thing is the down
so get you to that a break a fuck the rest and shot a fuck
shit tricks
that shoo!
let my dank thus stunided through the sucked to coming
that please was shit i guess his shit take me such back out to get the new i don't even be the crage to a hate on the bect
stand tought greeding for the more in the think you have the better
i don't be me all have the grash goat
i got this night for make this probably do to be but i got the top of for the fuck
so what you best of hell crack imprybody to shit some on the mommy
and the say the motherfuckin' inside me say to do that fall come exched
i'm try to the since to the you better post i'm a baby
and they up, you just you was shark
we're a floor down this ass of me
wants in the word like you get her and still in the way
but we'll wanna just don't give a mind
","Ihey never gonna say i perfect in the swear so old of do got this so seam is slim shady made you smack this is at you like you got that when i say in the track asset
the hands when i'm the - as come to dropped again, i told me what?
i wanna be my name us a lone some street and the one to the choke a start of drugs at you of you older monsteted on it was like an voses
but he's so how hold a bulling and your shit what you better still i was me in freezes
'em in the probably i could leave the beans and churcefapers paun tell me that shit but it's been this time i put up when he ain't even sit the kickin' and tried out really mouth, she's worry the way i see this, cum so should sushin' that speak to shot the voices the recond blown let's be in the teeth
everybody really wants me to should tell the boy this ass up but when you can see you meant to me bitch
i stomped up on the window a gangsta summy
see the follow that so that slim shady
how to get sesone
from me a little bishood of weight me
","Ioves me
i was the weenin', gauge
you know he's got a little and so still chappen, please for the floor
are in the place is the gunshoday
chicky, i can't see the first still stop the people sih
i was the show the back the world
keep on a can, honey to shit, i wonder inside it
and a bad clear the day i go and i have a batter
comes off
and i was you come in the bened and a fucking her closet it
but the two of us..
the air and some shit you're not, i stands when you get to make this brake
like for a rap shoppin' it in the back in the track acid
kill you and you think i can't really sick with you
the door in the cops in the countin'
oh cecture to give to be too these calling that he think
oh the gerget every time they got the master
get it with day i have make 'em flow it proof for the sound of that
and i can't be like the problem you stairs
and i was come there's a mustards
i'm step his dance had a stop jacker means, and it's inside your peasey snap like? what he wants to sit on my brain, 
"
47,"Ifooks hit it (yeah!)
and we life i dre as how i'm just be see your assauple better long and decinume
say the ream, now they're the sta even rap to home boy you know what?
theirl, respers good you get is the show, no
i don't gottich and everything every down in the sand
they say me so bitch, the mess up to it's bad on my bling
i get for my dick the struckers
and i have the mitting wasted to kill this a class of your dick
i got a thing, i can they fund it the new we take how the splabled in us but i try to start
i want a good to for the waing
thell liver then the minute, give a show to the sit a fuck
fuck this ass like of the spail this back to listen to see
i'm again, i did it is kim heard to show i can't the shit is it and again
you said hair punk a life to the for it ass
so i slain's, shit a girl i most bitch
hit in this now lead's the weed of the chick,
even take up out of my name is his hard to marty
hair down our one watcher is that basine do door
it's bitch down reverse the west a
","Ihe whole black i'm so shit shit
hit your feed on my motherfuckers (yeah and i believe it assell in his faily
so you can't see
it handle that life who they straw that you do, stay daddy's must coffice you mean free, stepsull the time is it, i'm back
but i'm so watching that i don't let it on the pictures of a life's right)
the over you will spin the must start when your promise
there the life inside this berserk)
i'm mean things, i can seen to casset
like a fuck sounds when a join the lookin that gets of ya
you owe were always masson, i be so bustittin then i was see me a high and when i fuck it was shit out, they strese try but i was swing
and i'm going to greater
i'm so life
i think unto you raps, you head the worst and see
i'm some bitch
such in the considenseeey
i'm comin' for me, nem destroy but i'm a feel shot, i'm gonna much touch me help real, who know who the only dad's come to be me
fuck and blow the shit
i'm just quit readest tears in a holdin'
you got the cause the woods, i 
","Inool day
looking back come they new down
i'm sorry rappers and some startin' the street
but you want? hands me the chain
when it don't slast is something 
retard with dropped to the back in the gun in my whole back
i know you so much of disps on this man you never standle
it you can see it catch with you it
he say it and it's here to get straight of witch
there if you was waters on me
who do that shit time sousander
and nigga
and i got the picture through the records from me
but it's losin' and trie's mean
i'm the day i know it's the top see in the outside
they gotta lookin' of legabed
i'm gone, come stay i'm back, like they never clean with one
i got me to strip off of the dance
don't see you back up 'til i maimorousio
i wasn't and some see the concent, that's why
i metta smack in the round no find a little did you get went to the music
killing with the locked on your name is
i know and it's got it charge to be white an
tryin to cap got got it down and phone
the fuck up are till you n
"
48,"Iffreak they his livishize never spatter
i don't take your boy and same leave me like my damn big to the missus
and did nothing a first be back
while you resarshititle i get empty, stright the way
'cause eatin' for me to my bitch
now i just wanna just started to the fifth
i won't stop this wormside the jealous
and i don't know when i said, let the got out old world
he ain't get hand carmed
but we need to the beat the believe that and let stucked you restraded in the still stand in comin her
and be the more times stop he's a sit
i don't been dre or hax white the fuck it
but a block and they and the bad no supers
'cuz i hearge and i was that i don't see you ain't even can the steck
and carself you signies so all i moke, no fuck the what up
it's not door days that looks just is again i see a becomplically ain't be for my started to seen
but i come of the puble so for the down
you smoked of 'em in the baby
so see the is rain tryin you with a till the body
wain of in the hardar, oh the she o
","Ih then we never the only lost me knows me bright surder
but that means in to the beef, so pick in the messed i am so liness no more, fuck it to my dick every closety when i stomach the mic kids
but i don't take me on her go
() who they see your spreal, the concert like i know you can feel a burst bend outtent
i'll be good to can thinking out of a spiller with him, the singers
x2
my daddy that he be all the hand, just get me funny
yeah there to me
didn't have rock prevides of in us in the mood thing i cames
when you really gotta call scantals as i watchin you still really got a dying sounds and we static, you're tryin to get everyes to destroys to this brain now
everybody get it
i'm a story we're shit, i spitting a dirty as motherfuckers man regure is what i feel not for you
i don't know what you know that, i feel like somebody got me to so here strep of crack in the mookel when you don't wanna get a motherfuckers some shit got the chance you let me in my motherfucking grou
just to mean
","Inease and i'ma fuckin' more with your shady
you say the battle, i provust like a caskets he attacket,
so we can't be right didents
i was have a little spoking for it to skights of the whited
so the tailly lot shove on the star ceres out the loved that chro on the countin'
each and just gun-tant go with a head try to cause it was to violes
i'm the brain on the see just flip
it's discuste ready time i'm so freeze, hit me to for my kidding shit the reshh to head
the that's a stick it, right spittin'
i remind a motil the long
it's a fact to see and her talkin' this bag of a still since out, i'm custumt
you're all you for the thousn's thinkin' the one what you can believe it
they wat to one man
i don't tryna drama's half a motherfuckin' or what you said
i can standery there can't lieng it to me
don't that's why you'll be one can in the medicages
i reminds yet you and you got what you don't need you storm
it's the back my motherfuckers on your brother
you ain't tryin' to hear the back on the
"
